"Light" "Wind.Speed" "Air.Pressure" "Air.Temperature" "Water.temperature"
"5606" -0.01247 28.2528 1014.5 26.2 27.4264
"5607" 0.012918 11.754 1009.8 28.9 29.5032
"5608" -0.13137 0.342 1013 22.1 26.598
"5609" -0.020145 25.6068 1009.8 28.2 29.3404
"5610" 221.705 39.24 1008.7 28.6 28.6293
"5611" 16.895 15.4224 1000.9 27.7 29.3265
"5612" 0.019771 11.3472 1012.7 24.8 25.747
"5613" 0.001147 10.764 1011.8 26.8 27.7532
"5614" -0.014166 33.732 1010.7 26.5 28.2721
"5615" 369.648 46.152 1007.9 27.7 28.7009
"5616" -0.016358 10.3752 1005.9 29.8 29.1796
"5617" 59.4664 27.216 1012.3 26.8 27.4841
"5618" 1049.38 17.5572 1004.4 28 29.5234
"5619" 0.020986 23.364 1008.4 26.9 29.2378
"5620" 332.689 54 1007 27.8 28.7284
"5621" 536.793 29.52 1010.3 27.2 28.3484
"5622" 0.0307 8.046 1011.3 29 28.7084
"5623" 1935.03 31.032 1010.9 27.2 27.4085
"5624" -0.028293 35.676 1015.5 24.9 25.1771
"5625" 2214.31 13.1364 1004.5 29 29.011
"5626" 166.935 32.436 1006.7 29.2 29.3869
"5627" 1902.6 6.246 1009.3 28.5 29.2525
"5628" 0.038086 20.6064 1004.5 27.9 29.3459
"5629" -0.022528 7.524 1011.3 29.1 28.7195
"5630" 531.134 12.744 1006 28.8 29.1345
"5631" -0.023859 27.8892 1017.4 25.2 26.2561
"5632" -0.00537 23.67 1011.3 27.3 27.8845
"5633" 200.782 45.54 1018.7 24.4 25.2235
"5634" 4.13647 30.42 1010.1 26.9 27.8403
"5635" 1290.84 21.2832 1011.2 28.4 29.4311
"5636" -0.009663 37.008 1011.2 24.4 24.8893
"5637" 0.004107 0.3384 1015.1 25.5 25.8939
"5638" -0.003403 14.3064 1011.3 26.9 27.7277
"5639" 2014.52 17.4744 1009.9 26.2 26.5298
"5640" 0.019576 24.696 1002.7 29 29.028
"5641" 88.4226 28.5696 1000.7 29.3 29.5714
"5642" 0.340246 22.752 1002.8 27.8 29.2253
"5643" -0.016345 49.032 1016.7 24.5 25.2655
"5644" 0.056107 35.352 1013.3 24.8 25.1532
"5645" 397.499 35.244 1002.8 28.9 28.6185
"5646" 36.3519 20.0808 1011.2 25.9 26.9326
"5647" 0.033236 26.5572 1014.1 26.7 27.0987
"5648" 112.193 37.728 1001.3 27.3 29.2842
"5649" 0.003856 3.384 1002.4 27.9 29.4554
"5650" 0.056412 26.9856 1005.6 29.2 29.1741
"5651" 26.4866 0.5328 1010.9 22.2 26.0048
"5652" -0.015595 31.068 1012.6 26 27.3572
"5653" 0.010254 46.476 1016.2 25 25.3268
"5654" 0.057841 8.9532 1008.8 28.9 29.1945
"5655" 0.019123 35.352 1013.8 24.8 25.2458
"5656" 34.1493 14.9832 1012.8 21.8 25.5978
"5657" 715.741 43.56 1013.3 24.2 25.0568
"5658" 0.030175 15.4224 1008 29.1 28.9772
"5659" 92.6124 22.536 1006.4 29.1 29.3621
"5660" 7.01515 38.772 1007.3 28.1 28.4615
"5661" 0.017543 30.492 1001.8 29.9 29.638
"5662" 0.015906 32.796 1013.2 25.2 25.2498
"5663" 0.007831 32.688 1013.5 25.9 26.9926
"5664" 0.006357 7.7148 1013.6 25 25.8119
"5665" 212.059 35.1 1019.7 24.9 25.1442
"5666" 933.856 15.1128 1009 27.1 27.7026
"5667" 0.036294 38.34 1013.2 26.4 27.0048
"5668" 1703.71 39.636 1009.4 28.7 28.722
"5669" 2035.31 37.044 1012 25.3 26.3776
"5670" -0.004417 11.772 1002.6 27.6 29.4575
"5671" 150.079 15.8184 1006.6 28.8 29.3366
"5672" 0.002747 31.572 1009.4 27.2 28.5416
"5673" 0.012883 18.2808 1010.2 28.4 28.9248
"5674" 190.517 40.104 1009.3 25.1 28.3354
"5675" 1806.56 39.132 1014.7 25.3 25.5801
"5676" 1762.08 15.2388 1011 26.1 26.9558
"5677" 2016.61 24.3432 1007.6 29.4 29.4275
"5678" 0.03025 21.1608 1007.2 27.3 28.2401
"5679" 526.845 27.1836 1011.5 23.9 25.0849
"5680" 2138.25 18.1116 1007.2 28.2 28.6197
"5681" 1476.56 15.2028 1004.5 28.7 28.8524
"5682" 494.73 38.664 1010.9 24.9 26.6313
"5683" -0.027975 41.22 1013.4 24.8 25.413
"5684" 0.007623 19.4652 1003 29.3 29.3261
"5685" 0.009558 41.184 1002.6 29 28.8906
"5686" 55.0423 13.9968 1008.8 28.5 29.1401
"5687" 0.002082 34.2 1013 23.6 25.0011
"5688" -0.011543 14.6448 1012.4 25.9 27.2133
"5689" 0.006138 18.936 1013.4 25.3 25.5965
"5690" -0.024879 44.856 1018 23.5 25.4718
"5691" 1806.03 14.4792 1004.9 28.6 29.0634
"5692" 0.003446 24.228 1012 24.8 25.3642
"5693" 144.833 18.756 1001.8 26.4 29.3799
"5694" 0.047896 27.0936 1007.4 27.5 29.2506
"5695" 503.631 28.6164 1012.2 26.1 26.9594
"5696" 0.000939 31.644 1005.9 29.4 29.5729
"5697" 1793.72 22.05 1002.2 28.8 29.0018
"5698" -0.012486 10.5732 1012 25.2 25.7585
"5699" 2152.07 12.0168 1004.3 27.6 29.4568
"5700" 471.526 24.0372 1005.8 29.1 29.0292
"5701" 627.933 13.5108 1004.1 27.1 29.4493
"5702" -0.054743 8.694 1012.1 24.3 25.2113
"5703" 0.012366 31.068 1014.9 26.5 27.2365
"5704" 1799.93 26.3916 1004.1 29.6 29.1858
"5705" 1060.89 17.982 1004.3 28.3 29.5005
"5706" 1388.93 26.0712 1013.8 25.4 26.0048
"5707" 0.02258 25.1748 1010.8 26.6 26.8987
"5708" 0.035041 19.6992 1003.1 28.4 29.3863
"5709" 1225.49 15.7716 1006.8 29.3 29.6842
"5710" -0.018522 11.9232 1011.4 26.4 27.7978
"5711" 524.049 3.4452 1008.1 28.1 29.1923
"5712" 2322.63 35.172 1005.1 29 29.2104
"5713" 0.01515 21.2292 1011.8 27.1 27.4905
"5714" 2077.93 14.9148 1006.9 28.7 28.8234
"5715" 0.016777 32.148 1011.8 25.7 26.7075
"5716" -0.012548 24.5376 1002.1 28.4 29.2964
"5717" 1.23883 27.2772 1011.9 26.3 26.6598
"5718" 2166.67 44.748 1001.3 29.3 29.4456
"5719" 13.3952 26.514 1012.4 25.3 25.925
"5720" 91.5349 36.54 1006.3 28.8 28.9778
"5721" 410.277 34.524 1012 25.4 26.6324
"5722" 0.010734 24.4404 1011.7 25.7 29.2771
"5723" 1926.33 30.096 1015.1 25.6 25.7332
"5724" 284.36 28.7712 1016.3 24.3 24.9507
"5725" 560.116 22.6368 1009 25.7 29.4574
"5726" 1695.65 25.7436 1001.6 29.1 29.4907
"5727" -0.154093 0.486 1015 22.3 26.3026
"5728" 1818.54 44.928 1016.5 25.5 25.4382
"5729" 0.000344 37.692 1011.8 27.6 28.2165
"5730" 0.007582 26.7264 1014.2 26.7 27.0879
"5731" -0.003053 7.1928 1011.9 26.2 26.9768
"5732" -0.017725 32.328 1006.4 29.2 29.478
"5733" 1805.33 29.628 1012.4 27.3 27.7502
"5734" 0.00802 19.8036 1015.3 25.9 25.5341
"5735" -0.013611 12.6144 1010.3 26.8 27.8668
"5736" 0.026382 12.2364 1008.2 28.2 29.3603
"5737" 2052.46 38.7 1010.6 25.1 26.3849
"5738" 11.1358 23.0328 1012.1 24.7 25.6789
"5739" 0.032496 9.0468 1011.9 25.4 27.0576
"5740" 0.019723 3.2292 1009.5 29.8 29.216
"5741" 776.443 10.9224 1009.3 28.8 28.9746
"5742" 1769.88 25.0344 1016.3 25.2 25.8246
"5743" 0.021769 12.8412 1003.8 30.6 29.7
"5744" 0.01184 16.128 1009.4 25.3 26.8322
"5745" 1381.23 26.5572 1005.1 27.1 29.3849
"5746" 1677.55 27.4824 1010 25.7 29.3123
"5747" 0.061195 27.7632 998 28.5 29.0197
"5748" 414.168 5.8068 1009 28.3 29.3117
"5749" 0.007805 10.764 1003.5 29.6 29.2307
"5750" -0.020042 39.6 1016.8 24.3 25.4591
"5751" 47.479 12.1068 1004.3 29.1 29.6471
"5752" 1616.5 18.7956 1010.7 26.4 27.2437
"5753" 0.005197 15.0372 1003.2 27.2 29.2758
"5754" -0.242519 0.558 1017.8 22.5 26.4371
"5755" 204.746 22.14 1003.4 27.4 29.4265
"5756" -0.003019 32.04 1010.1 26.9 28.948
"5757" 0.002331 18.7992 1003.4 28.3 29.3469
"5758" 0.029212 22.446 1010.3 25.9 27.0354
"5759" -0.004189 20.9628 1011.6 24.4 25.1757
"5760" 1869.12 16.5996 1015.5 22.2 25.7454
"5761" 1600.42 34.164 1013.8 25.7 26.7034
"5762" 1781.03 6.7608 1005.9 28.7 29.7257
"5763" -3e-06 6.9912 1008 29.9 29.2164
"5764" 0.008853 10.3068 1008.8 29.3 29.11
"5765" 1420.89 37.26 1016.3 24.6 25.3771
"5766" 0.045213 6.7428 1005.9 28.4 29.0161
"5767" 203.297 28.5228 1009.9 26.6 26.8368
"5768" 482.188 31.104 1014.9 24.8 25.6056
"5769" 938.911 36.936 1008 26.9 28.7026
"5770" 0.02128 22.7304 1010.3 27.2 28.8925
"5771" 0.028046 6.7212 1007 30.4 29.713
"5772" 1731.9 30.42 1007 27.2 29.3015
"5773" 0.051746 32.436 1009.9 25.2 29.1019
"5774" -0.020525 43.2 1015.9 25.2 25.1299
"5775" 67.3947 10.5444 1004.3 29.1 29.6187
"5776" 472.362 27.8604 1009.8 26.7 27.9026
"5777" 0.025074 16.7904 1012.2 25.2 25.498
"5778" -0.000133 19.332 1003.5 28.6 29.2629
"5779" -0.014908 47.556 1013.6 24.6 25.1198
"5780" 0.043981 39.636 1001.8 28.7 28.8994
"5781" 269.585 17.5248 1012.7 25.3 25.7307
"5782" 352.918 45.36 1007.7 27.9 28.7112
"5783" 1171.31 25.0308 1009.4 27.8 28.1221
"5784" 0.201616 10.4508 1008.5 28.7 29.1808
"5785" 1637.43 30.204 1005.3 29.4 29.9453
"5786" 0.000303 5.5872 1009 30.3 29.3817
"5787" 2159.84 12.0564 1006.6 29.8 29.2635
"5788" 1390.55 41.688 1012.5 24.6 25.3802
"5789" 3.56451 18.27 1006.8 26.3 29.3306
"5790" 2269.32 11.8116 1005.2 29.6 29.45
"5791" 2106.94 28.1448 1014.1 26.3 27.264
"5792" 0.093971 30.096 1008.6 27.8 29.0616
"5793" 0.040397 39.096 1008.6 28.2 28.8902
"5794" 1044.52 23.6088 1012.6 26.7 27.373
"5795" -0.519821 0.4392 1016.1 22 26.6267
"5796" 26.4994 0.4176 1012.4 22.2 26.0076
"5797" 0.002828 16.704 1008.8 29.8 29.0875
"5798" 1505.15 33.192 1013.7 26.5 27.362
"5799" 1949.2 26.6508 1007 27.3 29.3914
"5800" 381.375 23.8824 1002.7 29.4 28.8944
"5801" -0.005757 30.492 1014.8 24.8 25.4203
"5802" -0.030515 35.136 1014 24.8 25.2412
"5803" 7.04931 43.452 1014.7 24 24.9705
"5804" 446.698 37.476 1009.5 27.1 28.373
"5805" 49.5327 44.496 1015.5 24.6 25.585
"5806" 959.269 19.9296 1007.7 28.3 29.1451
"5807" 927.18 15.6564 1010.9 25.4 25.2341
"5808" 182.372 19.5228 1009.4 25.9 26.9846
"5809" 1691.22 27.522 1015.7 26.3 26.5872
"5810" 0.012141 17.3124 1007.6 29.1 28.9426
"5811" 1599.13 42.336 999.5 29.6 29.3426
"5812" 0.02756 38.376 1007.4 28.3 28.8568
"5813" 62.8735 20.6208 1007.2 27.4 28.5695
"5814" -0.000494 11.772 1013.7 26.3 27.0772
"5815" 0.058589 41.184 1001.6 28.7 28.8858
"5816" 2136.71 36.288 1010.8 27.6 28.3217
"5817" 0.006109 30.852 1012.3 25.4 26.6378
"5818" 0.010465 36.468 1007.4 27.1 28.8363
"5819" -0.024652 16.3332 1009.2 28.6 29.3706
"5820" 0.019813 27.198 999.3 28.8 29.0166
"5821" 0.008943 25.6464 1006.8 24.8 29.2109
"5822" -0.039654 45.396 1013.8 24.2 24.9666
"5823" 8.5456 9.558 1009.8 27.6 27.5616
"5824" -0.015754 18.612 1013.3 25.5 25.6351
"5825" -0.003519 22.7844 1013.4 25 25.6871
"5826" 1551.55 40.572 1017 24.6 25.4296
"5827" 0.01966 18.2088 1001.8 28.2 29.0622
"5828" 1040.77 40.572 1016.8 24.6 25.4606
"5829" 1477.48 39.492 1010.6 27 28.5925
"5830" 20.0855 21.9456 1008.7 27.5 27.809
"5831" 0.003065 46.116 1008.1 27.7 28.9544
"5832" -0.023592 37.368 1011.6 24.4 24.9788
"5833" 2061.08 19.4652 1011.3 27.4 27.7008
"5834" 1076.64 12.9672 1003.8 28.8 28.8894
"5835" 0.019284 2.9484 1006 30.8 29.6468
"5836" -0.001805 32.292 1006.8 27.7 29.0333
"5837" 1972.76 22.446 1011.4 25.7 26.4701
"5838" 1383.83 40.176 1008.1 28 28.1274
"5839" 726.604 33.732 1012.9 26.3 26.8055
"5840" -0.021119 22.2012 1009.7 26.3 27.66
"5841" 0.002891 7.0704 1012 26.1 26.9939
"5842" 0.029735 12.7656 1010.2 28.2 28.115
"5843" 647.714 11.4156 1009.1 28.9 28.9686
"5844" -0.001837 17.8884 1013.2 24.3 24.8757
"5845" 0.041948 19.404 1010 26.4 27.6798
"5846" 0.042763 30.888 1005.4 28.9 29.3118
"5847" 104.889 27.2268 1009.3 27.2 27.7237
"5848" 0.016225 20.3508 1004.7 26.2 29.3743
"5849" -0.022243 22.9464 1008.4 28.3 29.5444
"5850" 0.034588 24.426 1009.2 27.6 28.3135
"5851" 0.029365 42.12 1015.4 25.3 25.4315
"5852" 0.005361 17.1324 1013.2 26.6 27.6258
"5853" 0.007317 5.7348 1008.2 29.7 29.2375
"5854" 1344.37 12.8988 1002.8 29.7 29.269
"5855" 269.689 11.9196 1008.7 29 28.7229
"5856" -0.025957 9.2772 1012 24.8 25.7899
"5857" 595.367 25.3584 1014.5 24.8 25.9508
"5858" -0.027202 22.7844 1009.6 27.4 28.7372
"5859" -0.028128 32.328 1013.1 24.6 25.4358
"5860" 313.709 21.1356 1006.4 27.7 28.9465
"5861" -0.003261 21.2364 1014.8 27 27.4529
"5862" 2122.33 13.5324 1007 27.9 29.4976
"5863" 0.019281 17.694 1010.2 26 26.9806
"5864" 0.025405 20.2104 1003.3 28.3 29.4001
"5865" 2118.85 26.5284 1008.4 27.9 28.5093
"5866" 929.481 40.248 999.8 29.4 29.0767
"5867" 184.612 36.324 1010.3 25.8 26.6383
"5868" 664.783 26.2476 1003.3 29.3 28.9026
"5869" 19.0967 26.46 1000.8 29.2 29.3304
"5870" 0.013071 29.88 1004.7 27.8 29.1951
"5871" -0.003908 10.3392 1008 28.8 29.0771
"5872" 1844.05 41.688 1018 25.3 25.7985
"5873" 936.08 12.852 1005.2 28.2 28.451
"5874" 304.317 26.118 1009.1 28 28.895
"5875" -0.020697 23.0004 1008.6 28.6 29.5381
"5876" 1864.82 37.296 1009.9 28.3 28.4521
"5877" 946.612 41.076 1014.1 25.1 25.4648
"5878" 0.012528 10.0152 1001.9 27.5 29.2768
"5879" 0.024458 10.0296 1006.9 28.7 29.8325
"5880" 0.001184 28.7532 1010.3 26.2 28.9594
"5881" 437.818 11.7612 1006 29.2 29.0756
"5882" 1955.46 30.924 1013.4 25 25.504
"5883" 1010.26 14.9508 1015.3 25.4 25.7164
"5884" 0.0244 44.388 1018.8 24.7 25.2954
"5885" 1282.65 18.1224 1006 28.4 29.0551
"5886" 0.018983 15.9264 1009.9 26.1 26.6534
"5887" 0.015122 33.66 1014.8 26.4 27.2383
"5888" 0.00535 9.4176 1012.8 27.7 27.7422
"5889" 934.821 22.5288 1006.4 29.1 29.0016
"5890" 1654.21 28.6776 1014.3 26.2 27.2208
"5891" 1302.74 28.35 1009.9 28.9 29.0171
"5892" 2232.83 20.5992 1008.4 28.1 29.2781
"5893" 0.025671 37.548 1003.1 27.5 29.1888
"5894" -0.039803 40.068 1014.4 24.8 25.3954
"5895" 1852.45 18.7596 1011.3 25.9 26.6035
"5896" 0.039825 23.8752 1006.8 28.1 29.1626
"5897" 0.005364 27.1368 1007.4 27.6 29.153
"5898" 990.93 0.3024 1013 25.5 25.9302
"5899" 21.3639 27.7704 1009.2 26.7 27.9276
"5900" 323.268 34.344 1012.2 26.6 26.9106
"5901" 1291.51 21.0888 1011.1 27.4 27.7841
"5902" 14.8781 23.9364 1008.6 26 28.2589
"5903" 1699.71 29.808 1014.1 26.6 26.5689
"5904" 2145.55 38.448 1001.6 29.4 29.2804
"5905" 0.00938 9.2052 1011.8 24.7 25.7846
"5906" -0.014899 0.3708 1017.3 22.5 26.465
"5907" 1743.41 23.9832 1002 29.9 29.751
"5908" 208.231 20.8548 1008.3 28.1 28.5086
"5909" 0.018649 37.584 1009.1 25.1 28.9504
"5910" -0.007799 23.994 1009 26.9 29.2436
"5911" 878.776 18.8424 1010.1 26.1 26.9346
"5912" 1479.05 13.4244 1009.3 27.7 27.6791
"5913" -0.026373 21.8988 1013.4 23.4 25.0664
"5914" 150.643 10.0656 1008 26.1 26.7816
"5915" 2082.5 16.4304 1011.6 25.9 26.5504
"5916" 820.969 22.5252 1007.4 27 29.5144
"5917" 637.861 18.036 1003.9 29.9 28.9673
"5918" 796.911 17.3088 1002.4 28.8 29.4118
"5919" -0.020547 11.052 1007.4 29.3 29.2145
"5920" -0.002623 17.1252 1013.7 26.3 27.3447
"5921" 0.018146 14.5044 1009 29.7 29.073
"5922" 1960.22 14.6952 1001.6 29.1 29.4344
"5923" 0.019588 17.0676 1010.1 28.8 29.4996
"5924" 0.021633 25.1388 1003.4 29.3 29.6522
"5925" 1556.13 42.696 1011.7 25.4 26.5909
"5926" -0.023032 0.4608 1017.6 22.3 26.5146
"5927" 934.557 35.496 1005.5 27.9 29.6136
"5928" 0.031783 11.7216 1011.2 29.3 28.8373
"5929" 0.040319 27.828 1001.1 29.9 29.7272
"5930" 0.056703 17.5284 1006.5 25.1 29.1972
"5931" -0.005067 13.914 1011.3 25.1 26.9788
"5932" 1337.95 33.948 1018.7 25.4 25.6058
"5933" 1980.71 22.8312 1014.8 25.1 25.9276
"5934" 141.534 23.6016 1007.8 28.4 29.2904
"5935" 127.129 32.904 1019.2 24.5 25.0978
"5936" 652.183 38.268 1009.8 27.1 28.5795
"5937" 0.016667 32.004 1015.2 26.4 27.2498
"5938" 4.28253 13.5468 1009.5 25.8 26.8291
"5939" 0.000139 5.0796 1007.3 28.7 29.0871
"5940" 1758.49 31.068 1011.9 26.4 26.6695
"5941" 359.804 28.3824 998.8 26.4 29.4363
"5942" -0.007701 10.4868 1012 26.3 26.7309
"5943" 1296.13 31.752 1013.4 26.1 27.2259
"5944" -0.012453 7.74 1006.8 27.4 28.8634
"5945" 0.010598 12.8664 1011.4 26.7 27.6858
"5946" 376.578 40.68 1014.1 23.6 25.0304
"5947" 1398.44 13.2264 1006.3 29.4 29.2719
"5948" 0.019735 11.9304 1009.7 28.6 29.6117
"5949" 727.853 46.656 1015.8 25.2 25.2396
"5950" -0.001496 18.99 1001.4 28.4 29.7044
"5951" 855.193 34.02 1010.2 26 26.4639
"5952" 0.029638 14.5332 1012.1 24.9 25.5355
"5953" 0.008652 8.7552 1013.3 24.9 25.794
"5954" 1554.38 28.872 1005.5 29.2 29.1901
"5955" 1636.28 38.592 1011.3 24.8 25.4627
"5956" 132.523 53.064 1014.3 23.5 25.2292
"5957" 1685.74 24.9156 1008 28.5 28.9125
"5958" 864.503 11.6604 1009 28.3 29.6585
"5959" 1127.32 30.636 1013 26.1 27.2221
"5960" -0.00253 18.0072 1013.6 25.7 26.8409
"5961" 0.020451 27.3204 1009.1 26.8 29.241
"5962" 0.058751 13.1184 1008.6 28.1 28.3228
"5963" -0.002762 36.252 1013.4 24.8 25.1473
"5964" 1653.8 32.796 1014.5 24.4 25.4734
"5965" 0.024923 12.7908 1004.3 25.8 29.3916
"5966" 950.436 25.9812 1011.8 23.8 25.0973
"5967" 1923.04 39.06 1011 24.5 25.3435
"5968" 1265.97 11.4552 1009.3 28.1 29.4782
"5969" 17.4952 14.0796 1000.8 29.4 29.551
"5970" 991.227 19.4292 1004.7 27.8 28.5245
"5971" 1566.15 39.492 1004.6 27.1 29.4726
"5972" 89.7829 37.656 1003.4 27.9 29.088
"5973" 354.585 27.9828 1008.5 27.5 28.4011
"5974" 2025.69 26.6724 1008.2 27.4 28.4195
"5975" 961.408 20.6892 1006.6 28.8 29.2958
"5976" 1233.05 22.2804 1002.3 26.7 29.233
"5977" 0.019755 47.088 1017.6 23.5 25.1491
"5978" 1847.69 16.866 1008.3 28.8 29.4589
"5979" -0.000448 29.268 1010.8 27.6 28.4533
"5980" 2202.87 32.004 1009.1 27.3 28.4102
"5981" 0.019042 21.8736 1009.7 28.8 29.5244
"5982" -0.00533 10.3968 1003.5 28.6 29.4402
"5983" 1437.2 20.0988 1003.4 27.8 29.0063
"5984" 2008.1 39.564 1014.9 24.5 25.8595
"5985" 1822.35 32.184 1010.2 27.3 27.4582
"5986" 0.178018 0.4212 1014.3 22.1 26.3996
"5987" 1070.43 8.676 1009.4 29.4 29.3835
"5988" 1913.41 19.152 1009.5 27.5 27.6926
"5989" -0.013666 25.1352 1003.6 28.4 29.031
"5990" 0.047182 16.596 1008.7 27.9 28.8276
"5991" 449.688 12.456 1005.6 28.4 28.5351
"5992" 261.619 29.628 1009.5 26.2 26.4198
"5993" 0.037633 7.2756 1006.3 26.5 28.8558
"5994" 1377.18 27.6084 1002.6 29.6 29.6088
"5995" -0.015425 2.7936 1005.4 28.1 29.7418
"5996" 1602.03 40.572 1011.8 25.4 26.5702
"5997" -0.02429 7.9704 1005.7 27.9 28.4758
"5998" 1906.68 35.856 1014 26.6 26.3991
"5999" 0.04304 11.2392 1004.9 27.8 29.4814
"6000" -0.016927 31.464 1013.2 26 27.0379
"6001" 0.025766 13.4496 1004.7 28.3 28.6155
"6002" 146.098 42.084 1016.8 24.6 25.2564
"6003" 0.032606 23.886 1010.6 29.1 29.0768
"6004" 0.030674 22.2696 1009.5 28 28.9375
"6005" -0.571259 0.3888 1012.8 22.1 26.593
"6006" 1668.2 35.028 1013 26.6 26.5271
"6007" 1469.59 17.5824 1011.9 25.5 25.635
"6008" -0.033795 34.02 1014.1 25.1 25.5256
"6009" -0.017615 29.376 1003.5 29.6 29.2405
"6010" 1873.46 34.38 1011.8 27.2 27.6346
"6011" 0.003401 23.8968 1014.7 25.3 21.9082
"6012" 0.019062 13.0608 998.9 27.8 28.8804
"6013" 2115.08 17.1972 1007.6 29.1 29.4486
"6014" 0.027273 44.1 1014.4 24.3 24.9704
"6015" 1352.99 12.294 1009.7 28.7 28.9847
"6016" 1626.74 12.6108 1002.7 29.5 29.2923
"6017" -0.014651 25.3332 1013.6 24.9 25.1472
"6018" 0.026338 11.5056 999.4 27.9 28.8812
"6019" 1760.36 11.1132 1009.1 28.9 28.9436
"6020" 330.152 8.4168 1009.4 29.4 29.0772
"6021" 437.401 36.36 1006.2 28.9 28.9201
"6022" 522.543 17.2836 1013.4 22 25.9369
"6023" -0.006999 44.676 1013.8 24.9 25.2444
"6024" 0.009327 9.5436 1011.8 27.1 27.6451
"6025" 0.032861 11.3976 1009.4 28.4 29.3545
"6026" 790.326 43.956 1007.2 28.4 29.0553
"6027" 0.012858 44.496 1015.7 25.1 25.3762
"6028" 0.198198 4.7196 1010.4 25.9 26.7463
"6029" 2046.52 25.0704 1004.5 28.8 29.0945
"6030" 0.042055 13.6332 1012.3 29.2 29.2207
"6031" 0.006655 30.924 1005.5 27.5 29.2647
"6032" -0.023064 37.692 1014.8 24.6 25.2296
"6033" 0.023701 20.8944 1002.8 28.7 29.3918
"6034" 0.015925 28.0368 1010.2 27 27.9727
"6035" 731.884 21.3948 1006.3 28.3 29.1056
"6036" 0.028574 12.0276 1006 27.5 29.8554
"6037" 1484.04 32.868 1002.4 29.2 29.4998
"6038" 1234.92 31.68 1015.5 24.8 25.4466
"6039" 244.895 19.1628 1013.5 24.7 25.2758
"6040" 1014.18 7.5456 1016.3 25.5 26.0981
"6041" 1865.48 28.116 1007.2 29.2 29.4681
"6042" 63.9124 17.3664 1006.3 26.9 29.242
"6043" 0.025096 19.7604 1006.3 27.1 29.2973
"6044" 1733.7 21.9708 1009.3 28.4 29.2083
"6045" 1862.22 24.5376 1016.3 25.1 25.2091
"6046" 8.31414 18.2844 1000.6 28.6 29.4994
"6047" 2049.95 21.8628 1003.9 27.6 29.4662
"6048" 297.306 29.592 1003.3 27.9 29.2015
"6049" 133.606 23.6232 1003.2 26.3 29.2827
"6050" 2144.1 13.7304 1003.4 28.8 29.4492
"6051" 0.038161 36.036 1006 28.8 28.997
"6052" 1684.62 31.356 1013.4 26.5 27.3512
"6053" 79.3896 26.1252 1014 24.6 25.9635
"6054" 0.017291 5.4288 1003 30.5 29.6966
"6055" 393.259 12.1464 1007.8 28.7 29.4888
"6056" 160.781 9.0036 1006.6 28.1 28.6403
"6057" 936.896 28.7784 1008.8 27.3 27.436
"6058" 249.914 22.4064 1012.3 25.9 27.3958
"6059" 1089.14 13.752 1008.2 28.8 29.1911
"6060" 810.65 25.1964 1013.2 26.4 26.8914
"6061" 0.039611 5.5224 1013.1 26 27.1117
"6062" 385.461 25.236 1010.9 26.3 26.6741
"6063" 639.61 45.432 1015.9 24.7 25.0415
"6064" 0.007805 32.796 1013 27.2 27.8153
"6065" 1607.02 23.202 1006.6 28.5 29.2502
"6066" 1438.92 19.0224 1010.9 25.4 25.8461
"6067" 0.029507 29.484 1000.5 29.1 28.9567
"6068" 2091.17 12.3732 1012.2 25.4 25.7166
"6069" 0.013215 11.8224 1004.2 27.4 29.1594
"6070" 1817.51 45.108 999.5 29.5 29.3542
"6071" 700.682 40.356 1014.1 24.9 25.3876
"6072" 0.016245 31.572 1003.2 28.1 29.2272
"6073" 766.699 34.164 1013.8 24.4 25.1084
"6074" 8.95855 35.424 1010.2 26.1 27.006
"6075" 1550.56 22.2696 1011.5 28.7 29.3536
"6076" 988.612 32.184 1008.2 28.5 29.7093
"6077" 0.032473 46.404 1015.4 25.3 25.4331
"6078" 1254.49 9.63 1004.8 29.9 29.2918
"6079" 1356.91 15.0336 1007.1 29.8 29.8575
"6080" 0.054429 32.256 1014.2 27 27.547
"6081" 49.1781 13.3668 1009.7 25.5 26.9198
"6082" 901.727 43.884 1008.1 27.1 28.5442
"6083" 701.261 19.2024 1004.9 29.9 28.9341
"6084" -0.01356 40.032 1015.8 23.1 25.0641
"6085" 1281.09 13.9752 1016.1 25.3 26.1146
"6086" 1542.17 36.108 1018.6 25.5 25.6022
"6087" 0.005361 15.2928 1008.7 28.5 28.3123
"6088" 2006.54 38.52 1010.3 27.6 28.2451
"6089" 1193.77 19.6344 1012 25.4 25.6565
"6090" 788.618 18.3888 1008.7 26.3 26.7289
"6091" 1807.14 20.9808 1011 25.3 25.3605
"6092" 2098.94 35.244 1008.3 27.2 28.7971
"6093" 2007.68 32.508 1015.2 25.1 25.8482
"6094" -0.01385 36.072 1015.3 24.9 25.2113
"6095" 88.6697 4.9212 1003.2 29.8 29.3553
"6096" 0.038363 3.6468 1006.2 26.6 29.3628
"6097" 249.711 16.0956 1008.9 26.3 26.7245
"6098" 1503.1 21.4812 1012.3 26.5 26.8964
"6099" 0.016554 41.22 1008.4 27.8 28.9239
"6100" 1425.74 30.924 1012.7 25.3 26.5392
"6101" -0.003146 17.118 1011 26.6 27.7343
"6102" 93.5565 39.384 1014.3 24.6 25.2409
"6103" 26.1574 0.432 1011.2 22 25.8955
"6104" 324.805 20.4804 1002.6 27.5 29.4752
"6105" -0.011707 15.5592 1012.8 26.9 27.6796
